	M01	M03	M06	M09	M12	M19	M05	M44	M46	M47	M52	M55	M07	M33	M64	M72	M73	M34	M77	M78	M79	M88	M93	M95	M35	M99	M102	M107	M112	M120	M121	M126	M125	M38	M133	M134	M141	M144	M148	M150	M151	M155	M156	M39
EC:1.1.1.300	4.567564129052829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.981740365447459	5.38841279608232	0.0	0.0	5.826335045503313	0.0	0.0	0.0	7.979321070757768	0.0	0.0	0.0	0.0	0.0	0.0	0.5947054162250813	0.0	3.13214638568898	0.0	7.952939550068386	0.0	0.0	0.0	0.0	7.083651818176181	0.0	0.0	1.8023644872533542	0.0
EC:1.1.1.301	70.89454774392817	37.78029763437383	584.5495542624656	0.0	350.6427384510844	267.0154169529878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.215713534843655e-09	4.698368005771673e-09	0.0	0.0	5.080209554212625e-09	0.0	0.0	0.0	6.95748233206729e-09	0.0	0.0	0.0	0.0	0.0	0.0	5.185469276746103e-10	0.0	2.731041017980992e-09	0.0	6.934479251672133e-09	0.0	0.0	0.0	0.0	6.176513256509022e-09	0.0	0.0	1.5715521364300542e-09	0.0
EC:1.1.1.302	15707.233504073978	397.18646755430746	28847.13453535875	18982.28958088468	12465.859023361225	1204.2281625214257	15.683010530765008	1783.3218946445804	358.2029195235861	118.3094904961909	934.62581895548	1459.2269233705852	0.0	505.19762302708773	1399.8064571019065	1008.3268110179986	1242.0518454338344	131.57902236158824	1189.7035261798735	1696.201250440875	404.8197772681506	2324.2344119449144	947.9844286064165	1083.4902123535803	123.71375513507567	565.6711654234089	146.56038119844044	578.7389919748034	1.2744197056581301	911.5266402205937	1609.3169331302593	679.8490672063879	1707.3686562359394	597.1884850582858	1937.9913494326047	977.0792934268375	357.74675456553325	53.92855184737964	653.7006352636548	1040.3071558879592	446.9991069172608	337.10565693779745	1893.7852654794137	1992.1286168428533
EC:1.1.1.303	9216.04412715956	152.29707745476688	7958.259797940491	4911.736328049074	4365.575403687831	4636.415576350344	1.703722683898638	5000.422531415168	734.6554106741078	2109.5689359297526	578.6883204192558	5498.915036427157	0.0	332.11883242019155	6362.081464892237	2732.9389088643143	2387.205245803464	2569.5991680692223	1682.2017524465764	2742.9172471973966	1866.0877900184578	2837.1978684196356	5616.735451272644	3635.4541741666817	1276.2008450371363	2492.0725922142274	1170.4480833466987	286.2729453041562	403.8683966536209	3683.704388850722	1981.1195638714266	1806.9856920740315	4749.036083750783	1849.6817131444466	5113.186361738202	2148.5062699510886	464.00335625832196	545.6577654333626	1742.2791627371876	3474.066626214356	1027.3529688469443	2241.3623615076685	3619.18243603698	2209.2205950754906
EC:1.1.1.304	5907.27040942634	442.59039427783637	12318.180138725224	3005.1813959419587	2671.3814590781767	13703.374295720234	1.703722683898638	1130.3676955944634	253.17594580804558	256.05493429428515	159.32316001474203	1211.4935726856127	0.0	183.17968067590078	1491.6258219624897	1253.0443718924548	912.1864939187094	1111.885097736449	327.6212317917333	859.3334187626983	481.8349258461394	626.0944911226693	1186.896812046729	947.0719062100311	183.8709677676963	620.7491886024725	277.77772617080285	76.10051680340682	70.53609004981102	1508.7164520350177	1086.5181443969836	634.1746233550382	1554.9715244625397	156.27085687356603	1937.9976357752848	501.71315365768277	205.23031959463486	250.3184313161799	1077.4351109481063	1606.963709538617	117.42129031853861	816.685252914596	463.0906801494068	646.2880519312769
EC:1.1.1.305	4479.567359098789	0.3183314953334962	1647.627943564061	22.909874710307037	36.19000001940688	122.9956587100728	0.0	20.220080320316153	42.69704019536633	28.105046087985443	51.01913735556975	172.32127575592128	0.0	598.6133422455564	122.08442585550524	47.95048922370717	2.6551784860048127	104.46902557949969	118.53010228009292	153.38867935832178	37.67434578813536	345.23188581295176	23.969253481264783	79.21749497661712	3.2739972327894997	19.799922007692658	0.0	38.683021737998175	78.20191691700329	25.31457765235118	27.219796705173604	14.492310515263041	54.16326383081013	64.79391506605049	32.96777857341054	216.6543760701834	0.0	34.634560716904225	13.829661757016984	3.144332141035847	47.56680691235405	217.3396655830368	43.07131455919736	164.43584446813767
EC:1.1.1.306	67.84609278735006	0.0	133.30799829315302	538.1986659575421	1006.5295487346802	0.0	0.0	0.0	0.0	56.24	0.0	593.0857820325322	0.0	0.0	52.0	1.0668568150454796e-06	9.610355118361386e-07	0.0	0.0	1.0391399275599568e-06	0.0	0.0	0.031548010552208	318.3300014231298	314.9	0.0	414.70265478881424	0.0	0.0	418.01	1.0606704528820312e-07	532.1000975047654	998.6405847008067	407.0794442228434	1.4184246122826328e-06	1696.9266719851112	0.0	59.0	0.0	259.18916050639416	1259.3543854983845	0.0	976.1788120929405	27.77
EC:1.1.1.308	343.86929819489717	23.754316997682935	38.49572530042907	429.6011516177586	832.4412351927114	42.65004444688497	0.0	11.16214021916108	0.29368139336983873	6.8356515428969375	1.66015006009525	14.563952673336065	0.0	18.92968543423382	214.73497253045898	5.240573304397846	6.701768051743912	0.0	1.5300696734929882	72.48532354094691	2.7980531181072106	522.509258010363	525.9674956391658	171.80245948313615	37.68869702421466	166.8255659997538	0.0	0.17512994267109133	0.0	64.24065201157917	20.65432000835084	222.313001770044	311.0896038895308	81.05406085724755	7.681689877719065	12.91406313958498	53.2838821551548	6.306900884789486	28.902587594019263	12.214237855941814	0.012649295911652604	172.65102441381697	204.12289844187507	329.8915206311714
EC:1.1.1.31	32146.018282513927	29231.468687960652	38530.33174561766	37447.65561742063	24939.761074234906	26910.843136253014	191.67563228251345	8822.117355129365	3649.2696099620152	4859.2812518085175	2046.1156033285536	8918.431507881523	0.0	1414.0612221541332	7895.204681964776	3177.96338636177	1127.1055362781212	2260.173611465223	7497.692450776055	6478.36448400484	3742.4139182501667	9322.839214339901	9119.298366188184	9783.474559779592	5345.161414068542	3540.562185917873	1714.0433807175257	3256.2594163824897	1325.9976088440287	5759.941932547181	3718.807519008629	3590.166312471836	9058.137293421372	4383.084759707276	4764.719757707531	5338.2269707079795	1774.1399853286457	3557.4985419388477	3033.690527573227	4380.770651330601	5844.485830274798	6350.253299966103	10272.455675502648	9582.037283828438
EC:1.1.1.310	1413.019524205906	2.490926330648481	1236.580148582233	126.95522615552866	29.07371057945517	511.11560534071657	0.0	776.7902593359318	252.6855381801475	594.0636365794566	30.70476799551854	771.2897379445631	0.0	107.79266411573067	866.5540900365752	369.22350054425885	214.41904285123445	286.1463190805218	1187.2726854072293	385.6316335913205	498.0678430379692	524.7611375786415	1022.682607034475	278.14020490815767	471.29754561253736	161.93562642373195	66.28720192850055	317.83760724669014	14.574802587341319	1139.9407192224012	267.35406619654384	172.51585832895142	461.26123971036975	137.62052877487588	508.1076227590561	144.78056159140712	29.084837802074016	82.82224131221908	306.9508744628027	394.79087998129864	111.73804749335213	175.6144179362654	1161.6026882601846	1147.3023143313837
EC:1.1.1.311	4.6230650734268204e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.312	95.36123700975982	0.0	91.77197196391894	112.16795661743016	8.610074195824572e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49958931176975885	0.0	0.0010545940656056753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.313	17.563068999174643	0.0	0.0	0.0	44.0	4.195405873238368	0.0	0.0	0.0	0.0	49.45869453678903	0.0	0.0	0.0	0.0	0.0	0.0	103.34315076628877	0.0	0.0	0.0	37.166706769807824	0.0	0.0	0.0	15.062126928659623	0.0	0.0	78.20191691700329	0.0003420975125688274	0.0	0.0	0.0	0.0	0.0	208.0673330096825	0.0	0.0	0.0	0.0	0.0002477850159122331	0.0	0.0	0.0
EC:1.1.1.316	106.33671516605614	0.0	21.023403801193595	0.0	0.0	13.221698904456886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01768440710276884	0.01593029447986881	0.0	0.0	0.01722496707763154	0.0	0.0	0.0	0.02359005132253153	0.0	0.0	0.0	0.0	0.0	0.0	0.001758186087027762	0.0	0.009259872278964467	0.0	0.023512057039374836	0.0	0.0	0.0	0.0	0.020942096258555934	0.0	0.0	0.005328507322762344	0.0
EC:1.1.1.320	44.92899677042845	150.89192583976742	349.33	1045.3518311900154	28.26	410.0	0.0	69.84278997616013	0.0	0.0	49.45869453678903	164.468750738447	0.0	27.590116045050376	0.00689432293875885	1.3519823523631729	18.950159602571958	103.34315076628877	0.0	1.6500009303393006	20.54707541943895	37.166706769807824	0.9243566050859814	1.8438905166825408	0.0	61.517557480329245	0.0	0.0	78.20191691700329	16.197210753312238	157.81122299897328	0.8634228497320464	4.131851495128381	0.0	95.91915580732936	210.3811421911503	0.0	0.0	7.125088219379933	99.03454041823443	5.968784137777784	0.0	0.6536844859542251	74.49982100263176
EC:1.1.1.325	3.81181915804211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.328	57.797438124625835	0.13715128567548973	60.40822342265938	354.46014431955336	670.5099999999999	0.0	0.0	0.1425071830375811	0.43022829294089693	56.24	0.0	389.2366385189337	0.0	0.0	52.0	0.41155997654491067	0.5728858036338215	0.4850766587822441	0.7314255316907652	0.750347213177418	1.0390457850075785	2.713193941105888	1.8367193221593177	323.08996066476254	315.3194877030696	0.0	272.0	0.6103995283957655	0.0	418.78983017397934	0.20509086917084737	349.20168121034453	656.0143526337934	267.2285758777434	0.00017937391360722227	1113.3603424709097	0.0	59.0	0.0	170.16431165317866	826.5028496539472	0.6615109145124974	894.8154575447792	27.990513236553202
EC:1.1.1.330	0.0005108348421046716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4439046610951277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3215250607553561	0.0	0.0	0.0
EC:1.1.1.333	69.83	0.0	57.6	0.0	51.51	0.0	0.0	0.0	0.0	56.24	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021516995158168	318.33	314.9	0.0	0.0	0.0	0.0	418.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	736.81	27.77
EC:1.1.1.335	2478.724845760361	36291.53990377483	242.13040623103058	1358.78367041827	164.25569664096417	121.6810987536717	0.0	354.8562606879492	170.8328524370208	1546.8252581078714	0.0	209.94423649277417	0.0	57.644037593109914	678.05321291398	29.004343062590543	2.0817007162559036	0.00011324767210463183	441.1811350590242	103.77044746870665	397.8245067105672	959.364536773533	1341.4518882529362	1228.3760688495672	487.3930441586308	742.2419575368119	0.0	56.21059519153852	291.95072912254625	71.80316474061758	0.48787157612219945	109.17371467653298	22.067992938243275	924.0133385276954	3.0722546918556235	74.58095999698048	0.0	97.76026692713963	125.4945498206653	66.17663298058103	124.81921520036947	1325.9782909876194	510.09179743151304	338.61067852691554
EC:1.1.1.336	7300.916143210066	34875.90277207911	18133.98573768254	14337.039367488382	4815.862878824369	3575.6553384983754	1.3387716827192457	1359.4418819655812	816.5709865282962	35.83545935367132	165.47091281203888	1724.7270135039694	0.0	207.8671841511068	1528.6151514769545	754.2205233565727	984.1495627368333	608.9133403762833	501.09315343085706	1501.181777636081	552.0375951993517	1590.9773167783492	1872.3163121360283	1090.8509880124204	341.2190478997031	538.5979661962924	286.7419260727703	234.82766238562823	504.48964945518287	802.9193615465372	1684.532319865567	1133.7942603180657	958.1729830217113	1248.23911788068	2079.958739555347	411.49350537264405	366.7564483663438	149.28818456074205	573.8205110751964	1175.3806326149813	604.6272010450982	205.1893940815808	620.9578986845183	879.2674685702052
EC:1.1.1.337	1163.6621598668105	13.028405469795304	733.0519425548036	1296.7584651687644	638.2496156447148	2006.1288089587133	13.488507281632254	1372.0870710199206	151.22057929848904	5.948674671851783	321.6001631339728	1831.730944274068	0.0	39.61312812277248	1372.2465929480331	534.4917324585037	1173.6338431204797	276.10125483951595	557.9064276217375	1159.8108815655523	452.3240197045242	776.738471628804	1354.0735838243602	427.5277189012628	211.15360863010764	33.47527681964852	347.7110982507272	237.05461130000842	124.96412337228182	677.9867710156614	621.5599459578385	911.7788679543235	1216.6667371261	297.4063979590734	1558.936167634809	38.992733006458685	182.29863244735918	26.97701456326451	518.1982518072782	349.58963002580765	0.0	355.3322639722523	1173.6594741715317	1792.9232891198467
EC:1.1.1.338	46.46225647996506	0.02328391167588309	0.07715026119437055	0.2478859108252529	8.610074195824572e-05	0.0	0.0	0.024193172136037246	0.07303903513528642	0.0	0.0	2.335723274579538	0.0	0.0	0.0	0.08564137791184062	0.11146497090233265	0.08235053739009154	0.12417271477621379	0.14274689356270204	0.7698508158770603	0.46061375052454506	3.6058903518998804	0.8291279312826825	0.07121562571788051	0.0	0.0	0.10362636147498838	0.0	0.13239027839728443	0.03638590218917786	0.034239033671611414	0.1804630146848361	0.03880488996077261	0.020999399108432702	0.06117465267940394	0.0	0.0	0.0	3.26561840682388	0.08536782481544118	0.1123034438232337	0.17544677155808602	0.03743611077344377
EC:1.1.1.339	1161.418419699048	83.71298828194529	683.6739476712912	1382.0219992543698	435.5875063765229	4432.192857761285	0.0	1379.2875039027372	841.3844984383695	73.34557630306483	30.40158397322889	1293.2838768057281	0.0	702.69695843568	2519.278147295048	997.9010277381763	138.83416040565845	8.069145864674473	1127.4584297919232	2952.299788585303	1144.1820623285726	3145.2364589298545	2686.710789866336	1718.977573727308	1802.7593700373263	408.67481394569336	0.0	982.2348299077664	2.7459771310189156	822.0306142135223	1602.4947504614138	1543.9218860130145	1683.8755371156376	447.8916913845417	334.107111813007	642.5005921524082	1652.5458880647247	334.5055666108216	1268.6825448003358	1205.408355057299	420.8869516611184	1321.6376142785596	1865.3335348813396	2099.3065238515055
EC:1.1.1.34	943.1438253740567	0.23091626511180469	988.3916097741783	1267.4741311754763	49.66987690150492	2544.2976178044696	0.0	8.013828602328193	0.7243585801040255	0.0	0.0	12.654260714698747	0.0	3.0709348857951637	0.0	71.11730641203606	252.3564816560785	0.8167046323134066	1.2314726118213206	289.7156447134503	3.9576208143832328	4.56809871171419	3.185089992358294	8.633616564260931	0.7062750682655408	4.952180855502527	120.0	1.0277058550997344	0.0	3.1158101526608073	176.30147210559656	0.33956277993766115	1.9509830614446821	0.3848442814313469	461.09397848870356	0.8642345082445942	0.0	0.0	0.7746306934089143	0.8265684779607081	0.8466283303899738	1.1137601004437305	1.8327721232164669	136.30126952723626
EC:1.1.1.342	380.35316654763045	8.276139049018617e-06	46.31979796567124	117.73923457599719	5.106909223124478	81.60899441223465	0.0	1.9027779496431703	0.0	0.0	0.0	2.9998020085725767	0.0	0.751657607843809	0.0	0.08173342767874381	11.728410902454455	0.0	0.0	0.07960999725506084	0.5597789270890908	0.0	0.5257276368025278	0.10902801222022941	0.0	24.025903526186813	0.0	0.0	0.0	1.953989840364633	0.008125948161836037	0.0	9.881914034427592	0.0	2.6728920449798	0.06303678721427922	0.0	0.0	0.1896025398204985	0.09678974816871519	1.058336858341017	0.0	0.024627185145076644	0.0
EC:1.1.1.343	20662.839082431616	21972.193334293555	25723.90648148896	17718.5909871086	12159.525865773596	13215.969108703503	6.359671046376429	5062.737017324915	1474.497243219425	1845.8954254320925	489.1989353880209	5310.717126498324	0.0	795.4391028281	3731.8755709096704	1375.072348458993	1302.165186291873	988.773821824384	3424.602551819573	2225.07532113506	1938.9923358251758	3413.9373819647526	5341.2744632598005	2373.5420887484006	1220.6448349851526	1054.3183373766008	961.2387910156247	1137.2404805135934	78.03512816390398	2451.6514682130523	828.5412130670538	2162.1712834561085	4189.770463048773	1707.0223419899407	2617.836617421968	3006.684190346623	523.680316127732	500.78665008502867	1040.1326747384587	1741.4281696736762	2157.1242999790948	1249.328182700568	4256.7145179688	4610.98082287799
EC:1.1.1.346	2110.8538044872416	23911.283105205788	6359.171372830865	5334.981076823288	1944.4909371677786	2748.8046070968135	14.892417752777856	3804.3883715088405	894.9082262232477	68.43844733145673	1224.844477639299	1470.758238996467	0.0	267.27315795335886	2707.3093277877374	528.3262457190527	361.8151611328914	425.6023016586125	711.1262169130898	1796.9813777424145	1745.9084221458438	1356.7209376750193	2264.644452738917	1229.7284714447642	2018.0179051454077	428.05199621288807	366.59820733296544	190.44554626149585	118.50263271907951	972.7420327754248	1743.616882391402	426.23963739878377	1137.8953244331362	398.3693596927237	1695.4496683623372	2497.380593477788	2951.872644374287	2899.909185220011	1680.2014912584975	439.21150125890756	825.5943801929834	498.6709964254084	921.5888562508806	2247.13169845209
EC:1.1.1.35	1877.400508123403	48767.323417987725	2084.7017091414045	3439.917746760083	1151.2338196186176	6314.334351135163	15.683007101494814	1720.3749378435552	434.1929327990422	244.63802908502439	316.61203844110554	2286.4941693726337	0.0	390.8548241045413	1443.8463965957467	789.1185975194899	1020.9529405124784	390.8478913014105	618.110082740458	1054.1324981873336	903.9911538751428	2152.1165156156394	2060.0195452609155	2913.585101177258	586.5190643795727	716.3494909762759	558.1805355344305	308.1426978314583	136.9705867401406	1252.5230116292614	791.8488304836642	1368.0379678397583	2135.051131644578	989.2853504386367	865.3851195512444	1585.648788335931	236.30132426963468	345.4081009218759	253.0716166388213	601.7823725137351	1163.3921722245723	537.0028644867095	2558.1954544713344	1448.3785549161362
EC:1.1.1.350	278.57372110329374	0.00759529472524525	96.57227159580478	99.87938435445166	189.56349330364088	2485.2958741680377	13.488507281632254	1478.2348697239909	396.1939737514145	276.8583058086008	325.58843745415425	1937.2275481030804	0.0	222.84317434787803	1560.7768421758312	796.4321513627397	925.2453528712675	276.12811787743533	865.2161569542042	1359.074738158111	563.3341756484044	2015.7357964867037	1443.3138035004931	898.0382862882957	243.96671716147912	38.78006560616829	227.7110982507272	346.31677915466275	124.96412337228182	759.4956687448657	508.0842211786543	988.0959714488577	1481.7234658377786	491.70866221986415	1170.9729822692068	91.57151947285786	196.12311900623766	224.45830942919855	608.0954346694417	377.8969039354982	149.73401198784626	975.3547231227608	1342.948043848838	1964.9086883635027
EC:1.1.1.36	1615.0874357585308	320.2214563060091	1102.7389558006255	1189.233369679467	561.2608735337842	2700.54430193435	0.0	605.1871055778403	237.87372113991617	547.6655167223075	9.84617671882952	649.3785956057804	0.0	248.7676288898531	471.12796014824124	27.848066109151823	13.30391500734493	8.899877556006093	1076.182056822784	79.23805949054359	395.78531449645584	272.1675922057333	793.7415624832845	176.162942652278	242.14874531096564	480.8346305828292	0.0	298.0138881543477	0.0	492.9711217678712	37.40321314990299	72.29975586500856	74.55829042967822	104.04868430248986	15.243220934338849	54.86115792208109	0.38957920594508577	38.56807194719369	75.14467494814615	140.40513341572378	84.19803759653703	84.39153030916806	660.0013806067949	1486.5763290553193
EC:1.1.1.361	7.400742141149995e-07	0.0	0.0	953.9	6.834214291610572e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019963439149052728	0.01798326981657948	0.0	0.0	0.019444789983649007	0.0	0.0	0.0020919387406496	0.02663015793312106	0.0	0.0	0.0	0.0	0.0	0.0	0.001984767753711684	0.0	0.010453214274859176	0.0	0.026542112339241995	0.0	0.0	0.0	0.0	0.023640954535919377	0.0	0.0	0.006015204868054608	0.0
EC:1.1.1.363	25476.202858692963	23312.713526059095	31470.669529634222	21246.621622575614	14275.377769604998	15074.490309787703	0.0	2187.796227920346	1199.3287489689865	1286.1703655108504	172.24631188384672	2401.038484803392	0.0	624.9889361375211	1871.8972879498951	797.7326580927349	581.7270654883303	650.2105712364679	1893.6463910941413	1676.8909009769523	1281.9539703166697	2460.8139366963433	3109.882558046699	1992.2583845302731	949.4738779185792	890.3988041209938	358.94100470353885	793.7937443555961	19.116027580497025	1489.0369544759014	552.0754306633387	968.5968576348126	2560.3489152553416	854.8702280639163	1653.4715404271892	1690.187653815094	415.0794681048735	427.7365036413248	713.6142321932809	1109.5519501587837	1204.8552398868162	1091.8287894072723	2113.9333011083622	2183.6374915937263
EC:1.1.1.367	22800.9285832551	43849.502956620105	36239.679792634386	27399.654702188465	26705.517683236547	12504.947753815613	211.552765560664	6165.8729494965555	2442.7568550891856	555.2196839200793	1963.033863886313	5903.815133130134	0.0	1420.2943412695904	5787.110136848952	1670.0067602971874	952.3544024297795	1682.9024462268803	3309.2197261514966	3949.424864730635	3130.463706952427	4405.648216038016	4357.915092581028	3315.4376303608365	1682.972718042717	1405.3419136155717	1404.9372764461577	2420.237136809165	1033.6315960508048	3289.8498167840157	3495.949188309708	1985.9310081800204	5506.932380343494	1915.1097592720694	4337.918613547301	2437.9701103268194	880.369563080594	2191.5369192434673	2516.4680779804744	2632.0219143711975	2815.366283479844	3716.795947836986	5051.397761013556	5283.3468492464
EC:1.1.1.368	9.920657681223934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.640958064741774	0.0	1.3750645819479346	1.238672215131086	0.2165709166284484	0.0	1.3393404718652218	0.0	0.0	0.0	1.8342624590944008	0.0	0.0	0.0	0.0	0.0	0.0	0.1367091021314405	0.0	0.7200084419101986	0.0	1.8281979540337234	0.0	0.0	0.0	0.0	1.6283686905385335	0.0	0.0	0.4143221568924538	43.66801060854497
EC:1.1.1.369	19031.42752063149	16454.028479142326	19387.762081403045	6375.571223136141	2399.9503194746076	21781.48989798823	22.74359353890126	10266.390266105003	1875.1110985580733	98.9955235687004	1396.3636912890554	9392.705934060745	0.0	641.0592187459217	8806.590064186905	3658.2699540697104	4401.0926662964375	3405.458653955282	7570.425480789136	15292.575022601397	5244.764497979658	8412.437811467109	18416.60464818721	7540.973213046828	2914.485705033636	3969.8160060264345	1177.658141766395	5211.392968701408	294.04013078824806	6744.788866868415	2817.4268817511793	4703.010129998799	17332.170239177398	3755.118112271907	10228.802562971614	3531.2991327988498	1518.203802949111	2274.0446342279156	2608.5090983873133	5003.609677657626	1597.424569510863	6388.389413077983	8805.119645171473	8511.725183144845
EC:1.1.1.37	16342.36744403883	61030.52541299952	31787.948851691726	19579.139053492858	10348.712081781363	21864.28232334093	0.0	140.58885328529385	99.93106180154491	78.79188071392842	106.39900652572032	631.2284685854834	0.0	138.71198501377637	171.93013709185414	457.0501342006562	325.98026446633946	205.10545475731212	257.7505228855347	324.0898974261926	254.16841581927616	845.2194547718038	1086.6096041704545	2122.7665974140305	578.2095127698392	390.6133575078092	272.0	150.4267148062889	262.5505867401406	1090.0893551510107	609.1978284209437	621.9761744283328	1430.175835810236	629.6566597178006	330.86478614705254	1463.2817184894132	25.359688823565126	160.96	0.0033541119327584407	510.5338794916345	1096.388906768917	182.295589060184	1504.7102923289544	601.8667289063467
EC:1.1.1.370	1452.7503983124911	0.0	1343.1751296234027	281.07968791225846	51.74939567620655	4256.72760255138	1.703722683898638	383.94412592234096	298.51163589364506	6.91380326059855	72.94086936855678	449.6162317371966	0.0	8.28146786919728	490.4962044643511	375.56753918799836	323.77202177729873	321.02045015383334	1257.6695757350778	2824.35334430527	532.2641379685103	646.0601860206251	2749.94864336913	1013.2073928180405	434.6687059630138	288.8209039293312	95.0492106048444	1214.0081104954024	30.3589221505774	1126.3128985647797	301.39063836906786	573.7696655488634	2902.4705833818375	344.7146140210058	622.7123986494904	100.9755713344248	60.440094492155545	610.7014780284974	322.0648510098881	509.43907327930776	4.609827668236495	1101.2379066787014	1122.3947315339267	1091.3585757778214
EC:1.1.1.371	91.04470959749217	129.39519582822703	174.18567173937095	103.80700841368912	3.1514950847012586	136.602822382123	0.0	10.131357668205165	30.58650533858423	0.0	0.0	16.823499154841393	0.0	0.0	0.0	31.394573355791756	42.65202067892052	0.0	51.99972037382893	55.424724906717756	70.89625922887153	192.89089612628075	128.85895208005957	341.2513719004112	29.82291746017637	0.0	0.0	43.3955384624395	0.0	55.4409837078869	17.60631028706013	14.338256033160029	73.23210851908226	16.250296457913233	2.851666854094159	25.618066247710534	0.0	0.0	0.0	14.210127251141857	35.7494239159157	47.02923413046621	72.12503955862503	15.677093760985079
EC:1.1.1.373	39.189999999999486	0.0	0.0	0.0	36.18999999999953	0.0	0.0	0.0	0.0	22.240000000000002	1.3754198368605506	0.0	0.0	0.0	0.0	0.001960653348704638	0.0017661765552158721	0.0	0.0	0.0019097156713164523	0.0	0.0	0.0	0.0026154064907496838	0.0	0.0	0.0	0.0	0.0	0.0	0.0001949284145714111	0.0	0.0010266332078214208	0.0	0.002606759338963841	0.0	0.0	0.0	0.0	0.002321830238334975	0.0	0.0	11.958069528420504	0.0
EC:1.1.1.374	936.3027839501632	5.36295576394381	747.213041637	1106.2737961299058	222.90581050693538	11.505428972013242	0.0	37.396158833417026	1.5159109093190137	5.900017528615772	12.155634117339762	15.522550301163015	0.0	0.0	26.864172058631187	80.72357590526805	250.246041282451	0.0	37.092819517179784	296.1958598264716	4.355691496601947	48.6820607716511	63.345333623143006	78.45813918252672	7.611401602978534	6.954163160867801	120.0	4.842377821547702	0.0	9.45842983565452	208.2223010414291	16.764799845926134	48.682073495268725	13.988842807972436	469.5006823151466	3.2563435112852517	0.34699939415694175	0.0	2.657811821162128	31.958442046681995	0.0	5.224951651241636	57.250725771450455	249.90186993105556
EC:1.1.1.376	0.0	0.0	2.3658322400634844e-05	2.891629790540968e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.377	0.0012111002083999836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.281947362551832	0.25398106293139033	0.0	0.0	0.2746223839656829	0.0	0.0	0.0	0.37610267136462383	0.0	199.4709626460744	0.0	0.0	0.0	0.0	0.02803124397850811	0.0	0.1476326885854707	0.0	0.37485918707342547	0.0	0.0	0.0	0.0	0.3338855960560985	0.0	0.0	0.08495385665241009	0.0
EC:1.1.1.378	0.0012111002083999836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.281947362551832	0.25398106293139033	0.0	0.0	0.2746223839656829	0.0	0.0	0.0	0.37610267136462383	0.0	199.4709626460744	0.0	0.0	0.0	0.0	0.02803124397850811	0.0	0.1476326885854707	0.0	0.37485918707342547	0.0	0.0	0.0	0.0	0.3338855960560985	0.0	0.0	0.08495385665241009	0.0
